id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
14070|Staff Export Import|Jakarta Selatan|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Tidak terspesifikasi|Penuh Waktu|Pelayanan,Logistik/Rantai Pasokan|Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)||1- 50 pekerja|Umum & Grosir|[ URGENTLY NEEDED ] - Staff Export Import(dapat join secepatnya)Tanggung Jawab:• Mengelola dokumentasi Export and Import• Mengurus dokumen penanganan pengiriman/shipment Export dan Import• Melakukan pencatatan administrasi Import dan Export• Negosiasi dan komunikasi dengan pembeli untuk mengaturkan jadwal pengiriman export import• Komunikasi dengan Kementerian Perdagangan, Bea Cukai• Melakukan perhitungan dan analisa kebutuhan import dan exportPersyaratan:• Pendidikan Minimal D3 - Perdagangan Internasional atau S1 - Jurusan yang memiliki relevansi dalam kegiatan Export/Import• Memiliki pengalaman minimal 1 tahun di bidang export/import• Mengetahui prosedur exim• Memiliki kemampuan untuk approach potential customer.• Memiliki kemampuan bahasa inggris, baik secara tertulis maupun lisan• Memiliki kemampuan komunikasi yang baik dan dapat bekerja sama dengan Tim• Mahir dalam menggunakan computer seperti Microsoft words, excel, power point dan rumus excel• Dapat bekerja dalam tekanan dan berani menerima tantangan baru• Bersedia WFO di Setiabudi, Jakarta Selatan.Keuntungan:• Gaji Pokok• BPJS Ketenagakerjaan dan BPJS Kesehatan
5111|Account Executive|Jakarta Barat|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1)|Kontrak|Penjualan / Pemasaran,Penjualan - Korporasi|Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|29 days|51 - 200 pekerja|Lainnya|Requirement :Has 1 -2 years working experience in Account Executive or salesProficient user of Microsoft Office(word, Excel, power point)Have ability to communicate and to build relationship with clientsHave a good presentation skillsHave a great enthusiasm and passion in the music industryBachelor's degree in business, marketing or similar major
1966|Finance, Accounting & Tax Supervisor|Jakarta Utara|IDR|Supervisor/Koordinator|2 tahun|Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Kasual (contoh: Kaos);overtime;senin - jumat 08.30 - 17.30 // sabtu 08.30 - 16.00|30 days|1- 50 pekerja|Percetakan/Penerbitan|Kualifikasi :Pendidikan S1 AccountingPengalaman minimal 2 tahun sebagai Finance Accounting Tax dibidang yang samaDiutamakan yang memahami sistem AccurateTerbiasa menggunakan klik bisnisMenguasai pph 21, pph 23, pph 4(2)Terbiasa menangani pembukuan dan pelaporan pajakMemiliki kemampuan komunikasi baik, mau bekerja keras, memiliki integritas, teliti dan detail oriented.Penempatan daerah Muara Raya, Jakarta UtaraDeskripsi pekerjaan :Bertanggung jawab dalam pembuatan laporan keuangan perusahaan serta memastikan semua transaksi sudah dicatat secara benarBertanggung jawab atas semua filling dokumen yang terkait dengan finance dan pembukuan, juga perpajakanMembuat rekapitulasi surat pemberitahuan (SPT) masa setiap bulan untuk seluruh pajak yang telah dilaporkan dan mengisi dan melaporkan SPT tahunan PPH badanMelakukan pemeriksaan terhadap keabsahan dan kelengkapan dari surat setoran pajak (SSP) PPh final yang akan dilaporkan Bertanggung jawab atas bawahan dengan memberikan bimbingan dan pengarahan sehingga anggota tim dapat melaksanakan tugasnya dengan benar dan kegiatan operasional perusahaan berjalan dengan baikMembuat faktur pajak PPN
30624|Backend Developer|Makassar|IDR|Pegawai (non-manajemen & non-supervisor)||Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Kontrak|Komputer/Teknologi Informasi,IT-Perangkat Lunak||||Komputer/Teknik Informatika (Perangkat Lunak)|Lucy Teknologi adalah startup teknologi di Makassar yang sedang mencari programmer yang niat belajar dan berbagi ilmu. Kamu akan bekerja sama dengan field tester / user untuk mencari tau bug di program Lucy dan memperbaikinya.Tugas Kamu di Lucy:Menulis API yang performant.Berkomunikasi dengan mobile dan front end devs.Code RefactorMinimal musti tau:Eloquent (ORM)Menulis MigrationLaravel Queues, Jobs (Multithreading Experience)Expertise in DB queryPengertian dalam OOP, Struktur Data, dan Algoritma
5220|Staf Admin Logistik|Depok|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Staf / Administrasi umum|Parkir;Bisnis (contoh: Kemeja);Kesehatan, Pinjaman;Mondays-Fridays|28 days|51 - 200 pekerja|Umum & Grosir|Kualifikasi :Pendidikan minimal S1 semua jurusanIPK minimal 2.75 dari 4.00Usia maksimal 27 tahunMampu mengoperasikan komputerMemiliki pengalaman selama minimal 1 tahun di bidang logistikMemiliki kemampuan negosiasiBersedia kerja mobile dan melakukan perjalnaan dinas
8343|SALES|Jawa Timur|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel||30 days|1- 50 pekerja|Lainnya|Syarat :Berpengalaman di bidang mesinpunya langganan perusaan hotel, resto dan cafe diutamakanMenyukai tantangan dan targetPandai berkomunikasi dan disiplinMenguasai komputer, online shop dan excelCepat dalam mempelajari hal baru
16926|Accounting|Jakarta Pusat|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Tip;Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Tunjangan Makan Siang|20 days|51 - 200 pekerja|Retail/Merchandise|Deskripsi PekerjaanBertanggung jawab pada setiap kegiatan keuangan perusahaanBertanggung jawab pada laporan keuangan harian, mingguan, bulanan, hingga tahunan yang sesuai dengan pekerjaan yang dijalankanMengerti Perpajakan dan AkutansiMenguasai penjurnalan ,pembukuan dan proses akutansiMampu membuat laporan keuangan ,pajak, Cash flow ,dan BudgetingMendokumentasi semua surat dan dokumen perusahaanMengecek e-faktur PPN (pajak pemasukan/penggeluaran) sebelum dilaporkan dan dibayarLebih disukai Pegawai (non-manajemen & non-supervisor) khusus dalam Keuangan - Umum/Akuntansi Pembiayaan atau setara.Melakukan Stock Opname Rutin (besar dan kecil) Persyaratan  Pendidikan Minimal S1 dari jurusan AkutansiPengalaman Minimal 3 tahun di AccountingMahir dalam pengunaan sistem Microsoft office (Word,Excel,Power poin ,Access,Outlook, dllMengetahui sistem Akutansi lainya merupakan nilai tambah (Accurate)Dapat menyelesaikan laporan sesuai target (Deadline)Jujur,bertanggung jawab ,teliti, sistematis,cekatan serta komunikatifDapat bekerja secara team atau induvidualDapat bergabung secepatnya
10707|Regional People & Culture|Jakarta Timur|IDR|Supervisor/Koordinator|5 tahun|Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR|Asuransi kesehatan;Bisnis (contoh: Kemeja);Communication Allowance, ALL BPJS;Monday-Saturday|27 days|1001 - 2000 pekerja|Produk Konsumen/Barang konsumen yang bergerak cepat|Job Purpose:As a representative of the people & culture department at the regional level in charge of HR administration, compensation remuneration, industrial relations, recruitment, training, and implementation of people & culture policies, continuous improvement of the people & culture system is carried out in developing and fostering effective people competencies to meet the needs position competence and conduct needs analysis, placement and appreciation of employees in achieving challenges to the company's objectives.Job Requirement:Have minimum 5 Years Experience in Human ResourcesHave a good communication & can do attitudeMinimum Bachelor Degree in Any MajorHave a good english
19770|Staff admin|Cikarang|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Sumber Daya Manusia/Personalia,Staf / Administrasi umum||||Lainnya|Pekerjaan administrasi meliputi :Menerima telpon dan mencatat pesananMembuat dokumen2 terkait pengiriman barangMengatur pengiriman barangMelakukan penerimaan barangMembuat dokumen penerimaan barangMencatat kas kecilMengetahui Bidang ITMengerti Perpajakan
21934|Sales Export|Jakarta Pusat|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|||1- 50 pekerja|Makanan & Minuman/Katering/Restoran|KeuntunganTarget tecapai akan ada BonusKualifikasiKandidat harus memiliki setidaknya Strata Bahasa InggrisBahasa yang di butuhkan : Bahasa Indonesia, Bahasa InggrisDiperlukan minimal 3 tahun pengalaman kerja di bidang terkait untuk posisi tersebut.Deskripsi PekerjaanTerbiasa melakukan penjualan ke Luar NegeriTerbiasa export produkPaham tentang exportMencari dan menjalin hubungan baik dengan Calon Customer dan CustomerBerkordinasi dengan pihak eksternal dan internal terkait dengan produk - produk yang dipesan oleh customerMemperluas daerah pemasaran export produk - produk perusahaan.Meningkatkan kuantitas penjualan produk - produk perusahaan secara berkelanjutanMembuat laporan pencapaian target secara teratur kepada PimpinanCatatan : kalau mencapai target akan ada bonus insentif
9256|Financial Advisor - Samarinda|Samarinda|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Jasa Keuangan|Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)|27 days|501 - 1000 pekerja|Perbankan/Pelayanan Keuangan|Financial Advisor (FA) adalah perencana keuangan nasabah. Dimana FA bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah. FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. FA akan ditempatkan di cabang Bank Mandiri area Samarinda & Sekitarnya  KUALIFIKASIPendidikan minimal D3KomunikatifPengalaman minimal 2 tahun sebagai tenaga pemasar asuransi diutamakanLulusan baru dipersilahkan melamarBerpenampilan rapiSiap bekerja dengan targetSuka tantanganBerkemauan tinggiLamar langsung melalui talent portal AXA Mandiri di: https://career-sales.axa-mandiri.co.id/auth/signin BENEFITTunjangan BulananJenjang KarirKomisi sesuai dengan pencapaianTunjangan KesehatanTraining berkelanjutanJalan-jalan luar kota / luar negeri gratis*
28958|Graphic Designer|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Seni/Media/Komunikasi,Seni / Desain Kreatif|Tip;Kasual (contoh: Kaos)|7 days|1- 50 pekerja|Komputer/Teknik Informatika (Perangkat Keras)|Develop concepts and create design artworks for all web and print materials, e.g. banners, brochures, newsletters, posters, logos, etcTake projects from the concept stage to finished artwork with a good reading experienceModify, revise and edit design artworks when requiredDesign the assets for social media sites like Facebook, Instagram, and TwitterDesign banners and other assets for the games/productsCollaborate with writers, editors, marketing specialists, and vendors on communication projectsRequired skill : Design, Video editing, Animation, Mock up 3DGood skill in Adobe Photoshop, Premiere Pro, Illustrator, Animation, dan Motion GraphicAdditional skills that would be useful, photography, videography & copywritingNote : Please state your portfolio
17578|Driver Direksi / Operasional|Jawa Barat|IDR|Pegawai (non-manajemen & non-supervisor)|5 tahun|SMA, SMU/SMK/STM|Penuh Waktu|Lainnya,Pekerjaan Umum|Asuransi kesehatan;Pinjaman;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);DITENTUKAN PERUSAHAAN|29 days|51 - 200 pekerja|Properti/Real Estate|Merawat, menyiapkan dan mengemudikan kendaraan dinas pejabaat operasional untuk mengantar dan menjemput pimpinan dan staff sesuai perintah atasan.Mempersiapkan bahan dan alat yang diperlukan untuk melaksanakan tugas sopir.Memeriksa keadaan kendaraan dinas sebelum di pakaiPaham hal kelaikan suatu kendaraanMemiliki SIM A dan BPaham Area Jakarta & JabotabekJujur, Rapi, Sopan dan berpenampilan bersihPengalaman menjadi Sopir Direksi / Operasional Bag. Umum
19972|IT Infrastructure|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Keras|Tip;Asuransi kesehatan;Pinjaman;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|26 days|1- 50 pekerja|Komputer/Teknik Informatika (Perangkat Lunak)|Deskripsi PekerjaanBuilding high end Servers (Eg: DELL R740, Power edge rack servers, HP and IBM servers), managing, trouble shooting and server firmware up gradation, patch management, etc Acting as a first point of IT Tech Support to solve any issues in IT environment for usersInvestigate and solve issues on user's server (hardware, software, network) either directly to the user or by remoteManage and record all company\'s operational assets (Notebook, Switch, firewall, PC, Monitor, Printer, Scanner, Access Card, CCTV, Software Licenses, Domain Names, etc.Making and providing IT Guidelines or IT Infra basic trainingManage the operation for office Infrastructure i.e. network, storage, backup, servers.Manage and maintain Office application server such as Active Directory, Local DNS, Fileserver, firewall, Antivirus, PC Monitoring, etcRequirements:Bachelor in Information Technology, Computer Science or any related disciplineHaving experience in networks (LAN, WAN, VPN, Firewall) especially Cisco, Cyberoam, fortigate and Mikrotik.Having experience in managing web hosting, cloud infrastructure (AWS/Azure) would be an advantageHaving experience in database management (especially Sql Server) would be an advantageHaving experience in CCNA and CCNP Module would be an advantageGood knowledge in system security, antivirus, firewall and backup data/recovery Server/NAS and troubleshootingFamiliar with server including installation (OS), configuration and maintenance base bestpatriceResourcefulness and problem-solving aptitude for clientsExcellent communication skills (Bahasa and English)Know how to create a flowchart, network design and presentation
16613|Purchasing|Tangerang|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Manufaktur,Pembelian/Manajemen Material|Asuransi kesehatan;Kasual (contoh: Kaos)|29 days|1- 50 pekerja|Pelayanan Arsitek/Desain Interior|Meminta Penawaran harga kepada supplier dan membuat perbandingan harga Menerima PR (Purchase Request), dan cek budget atas Purchase tersebut di FinanceMembuat PO serta memfollow up kedatangan barang Menjaga hubungan internal dg suplier, agar harga produk selalu updateSelalu update data supplier, harga produk, dll pada sistem LimaxMembuat laporan barang sehari - hari Mampu bekerjasama dengan Team Pengalaman Bekerja di bidang kontraktor Interior lebih di utamakan
